name,set_code,card_number,class_name,power,toughness,starting_loyalty,starting_defense,mana_value,rarity,types,subtypes,supertypes,mana_costs,rules,black,blue,green,red,white,frame_color,frame_style,various_art
"Brazen Borrower","UNK","0","mage.cards.b.BrazenBorrower","3","1","","","3","common","CREATURE","FAERIE ROGUE","","{1}{U}{U}","","false","true","false","false","false","blue","","false"
"Boon Satyr","UNK","0","mage.cards.b.BoonSatyr","4","2","","","3","common","ENCHANTMENT CREATURE","SATYR","","{1}{G}{G}","","false","false","true","false","false","green","","false"
"Bala Ged Scorpion","UNK","0","mage.cards.b.BalaGedScorpion","2","3","","","4","common","CREATURE","SCORPION","","{3}{B}","","true","false","false","false","false","black","","false"
"Bloated Processor","UNK","0","mage.cards.b.BloatedProcessor","3","2","","","3","common","CREATURE","PHYREXIAN","","{2}{B}","","true","false","false","false","false","black","","false"
"Barrow Blade","UNK","0","mage.cards.b.BarrowBlade","","","","","1","common","ARTIFACT","EQUIPMENT","","{1}","","false","false","false","false","false","colorless","","false"
"Bull Cerodon","UNK","0","mage.cards.b.BullCerodon","5","5","","","6","common","CREATURE","BEAST","","{4}{R}{W}","","false","false","false","true","true","multicolor","","false"
"Burning Of Xinye","UNK","0","mage.cards.b.BurningOfXinye","","","","","6","common","SORCERY","","","{4}{R}{R}","","false","false","false","true","false","red","","false"
"Baleful Ammit","UNK","0","mage.cards.b.BalefulAmmit","4","3","","","3","common","CREATURE","","","{2}{B}","","true","false","false","false","false","black","","false"
"Battle Plan","UNK","0","mage.cards.b.BattlePlan","","","","","4","common","ENCHANTMENT","","","{3}{R}","","false","false","false","true","false","red","","false"
"Boomer Scrapper","UNK","0","mage.cards.b.BoomerScrapper","1","1","","","3","common","CREATURE","HUMAN SOLDIER","","{1}{B}{R}","","true","false","false","true","false","multicolor","","false"
"Blazing Blade Askari","UNK","0","mage.cards.b.BlazingBladeAskari","2","2","","","3","common","CREATURE","","","{2}{R}","","false","false","false","true","false","red","","false"
"Blur","UNK","0","mage.cards.b.Blur","","","","","3","common","INSTANT","","","{2}{U}","","false","true","false","false","false","blue","","false"
"Bontu The Glorified","UNK","0","mage.cards.b.BontuTheGlorified","4","6","","","3","common","CREATURE","GOD","","{2}{B}","","true","false","false","false","false","black","","false"
"Badgermole Cub","UNK","0","mage.cards.b.BadgermoleCub","2","2","","","2","common","CREATURE","BADGER MOLE","","{1}{G}","","false","false","true","false","false","green","","false"
"Birthing Ritual","UNK","0","mage.cards.b.BirthingRitual","","","","","2","common","ENCHANTMENT","","","{1}{G}","","false","false","true","false","false","green","","false"
"Boulderborn Dragon","UNK","0","mage.cards.b.BoulderbornDragon","3","3","","","5","common","ARTIFACT CREATURE","DRAGON","","{5}","","false","false","false","false","false","colorless","","false"
"Brightfield Glider","UNK","0","mage.cards.b.BrightfieldGlider","1","1","","","1","common","CREATURE","POSSUM MOUNT","","{W}","","false","false","false","false","true","white","","false"
"Blade Of Selves","UNK","0","mage.cards.b.BladeOfSelves","","","","","2","common","ARTIFACT","EQUIPMENT","","{2}","","false","false","false","false","false","colorless","","false"
"Bloodbraid Elf","UNK","0","mage.cards.b.BloodbraidElf","3","2","","","4","common","CREATURE","","","{2}{R}{G}","","false","false","true","true","false","multicolor","","false"
"Briar Shield","UNK","0","mage.cards.b.BriarShield","","","","","1","common","ENCHANTMENT","AURA","","{G}","","false","false","true","false","false","green","","false"
"Ballot Broker","UNK","0","mage.cards.b.BallotBroker","2","3","","","3","common","CREATURE","HUMAN ADVISOR","","{2}{W}","","false","false","false","false","true","white","","false"
"Bake Into A Pie","UNK","0","mage.cards.b.BakeIntoAPie","","","","","4","common","INSTANT","","","{2}{B}{B}","","true","false","false","false","false","black","","false"
"Blinkmoth Well","UNK","0","mage.cards.b.BlinkmothWell","","","","","0","common","LAND","","","","","false","false","false","false","false","colorless","","false"
"Blazing Shoal","UNK","0","mage.cards.b.BlazingShoal","","","","","3","common","INSTANT","ARCANE","","{X}{R}{R}","","false","false","false","true","false","red","","false"
"Bramblewood Paragon","UNK","0","mage.cards.b.BramblewoodParagon","2","2","","","2","common","CREATURE","","","{1}{G}","","false","false","true","false","false","green","","false"
"Betor Ancestors Voice","UNK","0","mage.cards.b.BetorAncestorsVoice","3","5","","","5","common","CREATURE","SPIRIT DRAGON","","{2}{W}{B}{G}","","true","false","true","false","true","multicolor","","false"
"Briarhorn","UNK","0","mage.cards.b.Briarhorn","3","3","","","4","common","CREATURE","ELEMENTAL","","{3}{G}","","false","false","true","false","false","green","","false"
"Basris Acolyte","UNK","0","mage.cards.b.BasrisAcolyte","2","3","","","4","common","CREATURE","CAT CLERIC","","{2}{W}{W}","","false","false","false","false","true","white","","false"
"Blast Of Genius","UNK","0","mage.cards.b.BlastOfGenius","","","","","6","common","SORCERY","","","{4}{U}{R}","","false","true","false","true","false","multicolor","","false"
"Battlewing Mystic","UNK","0","mage.cards.b.BattlewingMystic","2","1","","","2","common","CREATURE","BIRD WIZARD","","{1}{U}","","false","true","false","false","false","blue","","false"
"Belltower Sphinx","UNK","0","mage.cards.b.BelltowerSphinx","2","5","","","5","common","CREATURE","SPHINX","","{4}{U}","","false","true","false","false","false","blue","","false"
"Book Of Rass","UNK","0","mage.cards.b.BookOfRass","","","","","6","common","ARTIFACT","","","{6}","","false","false","false","false","false","colorless","","false"
"Brushstrider","UNK","0","mage.cards.b.Brushstrider","3","1","","","2","common","CREATURE","BEAST","","{1}{G}","","false","false","true","false","false","green","","false"
"Blinkmoth Infusion","UNK","0","mage.cards.b.BlinkmothInfusion","","","","","14","common","INSTANT","","","{12}{U}{U}","","false","true","false","false","false","blue","","false"
"Bleeding Effect","UNK","0","mage.cards.b.BleedingEffect","","","","","4","common","ENCHANTMENT","","","{2}{W}{B}","","true","false","false","false","true","multicolor","","false"
"Basalt Gargoyle","UNK","0","mage.cards.b.BasaltGargoyle","3","2","","","3","common","CREATURE","GARGOYLE","","{2}{R}","","false","false","false","true","false","red","","false"
"Blessed Wine","UNK","0","mage.cards.b.BlessedWine","","","","","2","common","INSTANT","","","{1}{W}","","false","false","false","false","true","white","","false"
"Boneknitter","UNK","0","mage.cards.b.Boneknitter","1","1","","","2","common","CREATURE","ZOMBIE CLERIC","","{1}{B}","","true","false","false","false","false","black","","false"
"Bloomvine Regent","UNK","0","mage.cards.b.BloomvineRegent","4","5","","","5","common","CREATURE","DRAGON","","{3}{G}{G}","","false","false","true","false","false","green","","false"
"Buried Treasure","UNK","0","mage.cards.b.BuriedTreasure","","","","","2","common","ARTIFACT","TREASURE","","{2}","","false","false","false","false","false","colorless","","false"
"Ballroom","UNK","0","mage.cards.b.Ballroom","","","","","0","common","LAND","","","","","false","false","false","false","false","colorless","","false"
"Blind Zealot","UNK","0","mage.cards.b.BlindZealot","2","2","","","3","common","CREATURE","","","{1}{B}{B}","","true","false","false","false","false","black","","false"
"Blue Scarab","UNK","0","mage.cards.b.BlueScarab","","","","","1","common","ENCHANTMENT","AURA","","{W}","","false","false","false","false","true","white","","false"
"Break Down The Door","UNK","0","mage.cards.b.BreakDownTheDoor","","","","","3","common","INSTANT","","","{2}{G}","","false","false","true","false","false","green","","false"
"Broken Bond","UNK","0","mage.cards.b.BrokenBond","","","","","2","common","SORCERY","","","{1}{G}","","false","false","true","false","false","green","","false"
"Brindle Boar","UNK","0","mage.cards.b.BrindleBoar","2","2","","","3","common","CREATURE","BOAR","","{2}{G}","","false","false","true","false","false","green","","false"
"Blim Comedic Genius","UNK","0","mage.cards.b.BlimComedicGenius","4","3","","","4","common","CREATURE","IMP","","{2}{B}{R}","","true","false","false","true","false","multicolor","","false"
"Body Double","UNK","0","mage.cards.b.BodyDouble","0","0","","","5","common","CREATURE","SHAPESHIFTER","","{4}{U}","","false","true","false","false","false","blue","","false"
"Bloodlord Of Vaasgoth","UNK","0","mage.cards.b.BloodlordOfVaasgoth","3","3","","","5","common","CREATURE","","","{3}{B}{B}","","true","false","false","false","false","black","","false"
"Bite Down On Crime","UNK","0","mage.cards.b.BiteDownOnCrime","","","","","4","common","SORCERY","","","{3}{G}","","false","false","true","false","false","green","","false"
"Blistering Barrier","UNK","0","mage.cards.b.BlisteringBarrier","5","2","","","3","common","CREATURE","WALL","","{2}{R}","","false","false","false","true","false","red","","false"
"Brushland","UNK","0","mage.cards.b.Brushland","","","","","0","common","LAND","","","","","false","false","false","false","false","colorless","","false"
"Barrage Of Expendables","UNK","0","mage.cards.b.BarrageOfExpendables","","","","","1","common","ENCHANTMENT","","","{R}","","false","false","false","true","false","red","","false"
"Bird Maiden","UNK","0","mage.cards.b.BirdMaiden","1","2","","","3","common","CREATURE","","","{2}{R}","","false","false","false","true","false","red","","false"
"Bloodtracker","UNK","0","mage.cards.b.Bloodtracker","2","2","","","4","common","CREATURE","VAMPIRE WIZARD","","{3}{B}","","true","false","false","false","false","black","","false"
"Breaching Leviathan","UNK","0","mage.cards.b.BreachingLeviathan","9","9","","","9","common","CREATURE","LEVIATHAN","","{7}{U}{U}","","false","true","false","false","false","blue","","false"
"Blast Zone","UNK","0","mage.cards.b.BlastZone","","","","","0","common","LAND","","","","","false","false","false","false","false","colorless","","false"
"Blossoming Calm","UNK","0","mage.cards.b.BlossomingCalm","","","","","1","common","INSTANT","","","{W}","","false","false","false","false","true","white","","false"
"Blessing Of Leeches","UNK","0","mage.cards.b.BlessingOfLeeches","","","","","3","common","ENCHANTMENT","AURA","","{2}{B}","","true","false","false","false","false","black","","false"
"Boltbender","UNK","0","mage.cards.b.Boltbender","4","2","","","4","common","CREATURE","GOBLIN WIZARD","","{3}{R}","","false","false","false","true","false","red","","false"
"Brighthearth Banneret","UNK","0","mage.cards.b.BrighthearthBanneret","1","1","","","2","common","CREATURE","","","{1}{R}","","false","false","false","true","false","red","","false"
"Bite Of The Black Rose","UNK","0","mage.cards.b.BiteOfTheBlackRose","","","","","4","common","SORCERY","","","{3}{B}","","true","false","false","false","false","black","","false"
"Brotherhood Vertibird","UNK","0","mage.cards.b.BrotherhoodVertibird","0","4","","","3","common","ARTIFACT","VEHICLE","","{3}","","false","false","false","false","false","colorless","","false"
"Bind","UNK","0","mage.cards.b.Bind","","","","","2","common","INSTANT","","","{1}{G}","","false","false","true","false","false","green","","false"
"Ballista Squad","UNK","0","mage.cards.b.BallistaSquad","2","2","","","4","common","CREATURE","","","{3}{W}","","false","false","false","false","true","white","","false"
"Bloodchiefs Thirst","UNK","0","mage.cards.b.BloodchiefsThirst","","","","","1","common","SORCERY","","","{B}","","true","false","false","false","false","black","","false"
"Beloved Princess","UNK","0","mage.cards.b.BelovedPrincess","1","1","","","1","common","CREATURE","HUMAN NOBLE","","{W}","","false","false","false","false","true","white","","false"
"Behemoth Of Vault0","UNK","0","mage.cards.b.BehemothOfVault0","6","6","","","6","common","ARTIFACT CREATURE","ROBOT","","{6}","","false","false","false","false","false","colorless","","false"
"Bog Tatters","UNK","0","mage.cards.b.BogTatters","4","2","","","5","common","CREATURE","WRAITH","","{4}{B}","","true","false","false","false","false","black","","false"
"Brood Of Cockroaches","UNK","0","mage.cards.b.BroodOfCockroaches","1","1","","","2","common","CREATURE","INSECT","","{1}{B}","","true","false","false","false","false","black","","false"
"Bone Sabres","UNK","0","mage.cards.b.BoneSabres","","","","","3","common","ARTIFACT","EQUIPMENT","","{2}{G}","","false","false","true","false","false","green","","false"
"Barrage Of Boulders","UNK","0","mage.cards.b.BarrageOfBoulders","","","","","3","common","SORCERY","","","{2}{R}","","false","false","false","true","false","red","","false"
"Blooming Blast","UNK","0","mage.cards.b.BloomingBlast","","","","","2","common","INSTANT","","","{1}{R}","","false","false","false","true","false","red","","false"
"Bastion Of Remembrance","UNK","0","mage.cards.b.BastionOfRemembrance","","","","","3","common","ENCHANTMENT","","","{2}{B}","","true","false","false","false","false","black","","false"
"Blood Spatter Analysis","UNK","0","mage.cards.b.BloodSpatterAnalysis","","","","","2","common","ENCHANTMENT","","","{B}{R}","","true","false","false","true","false","multicolor","","false"
"Blight","UNK","0","mage.cards.b.Blight","","","","","2","common","ENCHANTMENT","AURA","","{B}{B}","","true","false","false","false","false","black","","false"
"Bull Rancor","UNK","0","mage.cards.b.BullRancor","7","7","","","7","common","CREATURE","BEAST","","{3}{R}{G}{G}{W}","","false","false","true","true","true","multicolor","","false"
"Blessing Of Frost","UNK","0","mage.cards.b.BlessingOfFrost","","","","","4","common","SORCERY","","","{3}{G}","","false","false","true","false","false","green","","false"
"Balan Wandering Knight","UNK","0","mage.cards.b.BalanWanderingKnight","3","3","","","4","common","CREATURE","","","{2}{W}{W}","","false","false","false","false","true","white","","false"
"Beacon Behemoth","UNK","0","mage.cards.b.BeaconBehemoth","5","3","","","5","common","CREATURE","BEAST","","{3}{G}{G}","","false","false","true","false","false","green","","false"
"Body Count","UNK","0","mage.cards.b.BodyCount","","","","","3","common","INSTANT","","","{2}{B}","","true","false","false","false","false","black","","false"
"Bloodchief Ascension","UNK","0","mage.cards.b.BloodchiefAscension","","","","","1","common","ENCHANTMENT","","","{B}","","true","false","false","false","false","black","","false"
"Blade Of The Swarm","UNK","0","mage.cards.b.BladeOfTheSwarm","3","1","","","4","common","CREATURE","INSECT ASSASSIN","","{3}{B}","","true","false","false","false","false","black","","false"
"Blasting Station","UNK","0","mage.cards.b.BlastingStation","","","","","3","common","ARTIFACT","","","{3}","","false","false","false","false","false","colorless","","false"
"Boromir Gondors Hope","UNK","0","mage.cards.b.BoromirGondorsHope","3","4","","","4","common","CREATURE","HUMAN WARRIOR","","{2}{W}{U}","","false","true","false","false","true","multicolor","","false"
"Brutal Expulsion","UNK","0","mage.cards.b.BrutalExpulsion","","","","","4","common","INSTANT","","","{2}{U}{R}","","false","true","false","true","false","multicolor","","false"
"Bartizan Bats","UNK","0","mage.cards.b.BartizanBats","3","1","","","4","common","CREATURE","BAT","","{3}{B}","","true","false","false","false","false","black","","false"
"Brokers Confluence","UNK","0","mage.cards.b.BrokersConfluence","","","","","5","common","INSTANT","","","{2}{G}{W}{U}","","false","true","true","false","true","multicolor","","false"
"Beastbreaker Of Bala Ged","UNK","0","mage.cards.b.BeastbreakerOfBalaGed","2","2","","","2","common","CREATURE","","","{1}{G}","","false","false","true","false","false","green","","false"
"Bulk Up","UNK","0","mage.cards.b.BulkUp","","","","","2","common","INSTANT","","","{1}{R}","","false","false","false","true","false","red","","false"
"Brash Taunter","UNK","0","mage.cards.b.BrashTaunter","1","1","","","5","common","CREATURE","GOBLIN","","{4}{R}","","false","false","false","true","false","red","","false"
"Broken Visage","UNK","0","mage.cards.b.BrokenVisage","","","","","5","common","INSTANT","","","{4}{B}","","true","false","false","false","false","black","","false"
"Beneath The Sands","UNK","0","mage.cards.b.BeneathTheSands","","","","","3","common","SORCERY","","","{2}{G}","","false","false","true","false","false","green","","false"
"Blaring Recruiter","UNK","0","mage.cards.b.BlaringRecruiter","2","2","","","4","common","CREATURE","ELF WARRIOR","","{3}{W}","","false","false","false","false","true","white","","false"
"Blood Hypnotist","UNK","0","mage.cards.b.BloodHypnotist","3","3","","","3","common","CREATURE","VAMPIRE","","{2}{R}","","false","false","false","true","false","red","","false"
"Benthic Criminologists","UNK","0","mage.cards.b.BenthicCriminologists","4","5","","","5","common","CREATURE","MERFOLK WIZARD","","{4}{U}","","false","true","false","false","false","blue","","false"
"Beetle Legacy Criminal","UNK","0","mage.cards.b.BeetleLegacyCriminal","3","3","","","4","common","CREATURE","HUMAN ROGUE VILLAIN","","{3}{U}","","false","true","false","false","false","blue","","false"
"Blue Loyal Raptor","UNK","0","mage.cards.b.BlueLoyalRaptor","5","4","","","4","common","CREATURE","DINOSAUR","","{2}{G}{U}","","false","true","true","false","false","multicolor","","false"
"Bringer Of The Black Dawn","UNK","0","mage.cards.b.BringerOfTheBlackDawn","5","5","","","9","common","CREATURE","BRINGER","","{7}{B}{B}","","true","false","false","false","false","black","","false"
"Bounding Felidar","UNK","0","mage.cards.b.BoundingFelidar","4","7","","","6","common","CREATURE","CAT BEAST MOUNT","","{5}{W}","","false","false","false","false","true","white","","false"
"Brindle Shoat","UNK","0","mage.cards.b.BrindleShoat","1","1","","","2","common","CREATURE","BOAR","","{1}{G}","","false","false","true","false","false","green","","false"
"Beastmaster Ascension","UNK","0","mage.cards.b.BeastmasterAscension","","","","","3","common","ENCHANTMENT","","","{2}{G}","","false","false","true","false","false","green","","false"
"Boros Reckoner","UNK","0","mage.cards.b.BorosReckoner","3","3","","","6","common","CREATURE","","","{R/W}{R/W}{R/W}","","false","false","false","true","true","multicolor","","false"
"Brazen Upstart","UNK","0","mage.cards.b.BrazenUpstart","4","2","","","3","common","CREATURE","ELF SHAMAN","","{R}{G}{W}","","false","false","true","true","true","multicolor","","false"
"Bolrac Clan Basher","UNK","0","mage.cards.b.BolracClanBasher","3","2","","","6","common","CREATURE","CYCLOPS WARRIOR","","{4}{R}{R}","","false","false","false","true","false","red","","false"
"Bred For The Hunt","UNK","0","mage.cards.b.BredForTheHunt","","","","","3","common","ENCHANTMENT","","","{1}{G}{U}","","false","true","true","false","false","multicolor","","false"
"Burn The Impure","UNK","0","mage.cards.b.BurnTheImpure","","","","","2","common","INSTANT","","","{1}{R}","","false","false","false","true","false","red","","false"
"Bargain","UNK","0","mage.cards.b.Bargain","","","","","3","common","SORCERY","","","{2}{W}","","false","false","false","false","true","white","","false"
"Bloodtithe Harvester","UNK","0","mage.cards.b.BloodtitheHarvester","3","2","","","2","common","CREATURE","VAMPIRE","","{B}{R}","","true","false","false","true","false","multicolor","","false"
"Bolt Of Keranos","UNK","0","mage.cards.b.BoltOfKeranos","","","","","3","common","SORCERY","","","{1}{R}{R}","","false","false","false","true","false","red","","false"
"Blighted Burgeoning","UNK","0","mage.cards.b.BlightedBurgeoning","","","","","3","common","ENCHANTMENT","AURA","","{2}{G}","","false","false","true","false","false","green","","false"
"Blood Age General","UNK","0","mage.cards.b.BloodAgeGeneral","2","2","","","2","common","CREATURE","SPIRIT WARRIOR","","{1}{R}","","false","false","false","true","false","red","","false"
"Boon Of The Wish Giver","UNK","0","mage.cards.b.BoonOfTheWishGiver","","","","","6","common","SORCERY","","","{4}{U}{U}","","false","true","false","false","false","blue","","false"
"Braulios Of Pheres Band","UNK","0","mage.cards.b.BrauliosOfPheresBand","0","0","","","5","common","CREATURE","CENTAUR SCOUT","","{3}{G}{G}","","false","false","true","false","false","green","","false"
"Boundless Realms","UNK","0","mage.cards.b.BoundlessRealms","","","","","7","common","SORCERY","","","{6}{G}","","false","false","true","false","false","green","","false"
"Buy Your Silence","UNK","0","mage.cards.b.BuyYourSilence","","","","","5","common","SORCERY","","","{4}{W}","","false","false","false","false","true","white","","false"
"Bronzeplate Boar","UNK","0","mage.cards.b.BronzeplateBoar","3","2","","","3","common","ARTIFACT CREATURE","EQUIPMENT BOAR","","{2}{R}","","false","false","false","true","false","red","","false"
"Bloodsworn Knight","UNK","0","mage.cards.b.BloodswornKnight","0","0","","","0","common","CREATURE","VAMPIRE KNIGHT","","","","false","false","false","false","false","colorless","","false"
"Bloodline Shaman","UNK","0","mage.cards.b.BloodlineShaman","1","1","","","2","common","CREATURE","","","{1}{G}","","false","false","true","false","false","green","","false"
"Battlewise Aven","UNK","0","mage.cards.b.BattlewiseAven","2","2","","","4","common","CREATURE","","","{3}{W}","","false","false","false","false","true","white","","false"
"Brotherhood Outcast","UNK","0","mage.cards.b.BrotherhoodOutcast","3","2","","","3","common","CREATURE","HUMAN SOLDIER","","{2}{W}","","false","false","false","false","true","white","","false"
"Battlefield Butcher","UNK","0","mage.cards.b.BattlefieldButcher","1","4","","","3","common","CREATURE","HUMAN SOLDIER","","{2}{B}","","true","false","false","false","false","black","","false"
"Blue Dragon","UNK","0","mage.cards.b.BlueDragon","5","5","","","7","common","CREATURE","DRAGON","","{5}{U}{U}","","false","true","false","false","false","blue","","false"
"Bestial Bloodline","UNK","0","mage.cards.b.BestialBloodline","","","","","2","common","ENCHANTMENT","AURA","","{1}{G}","","false","false","true","false","false","green","","false"
"Besotted Knight","UNK","0","mage.cards.b.BesottedKnight","3","3","","","4","common","CREATURE","HUMAN KNIGHT","","{3}{W}","","false","false","false","false","true","white","","false"
"Betrayal Of Flesh","UNK","0","mage.cards.b.BetrayalOfFlesh","","","","","6","common","INSTANT","","","{5}{B}","","true","false","false","false","false","black","","false"
"Battlewise Valor","UNK","0","mage.cards.b.BattlewiseValor","","","","","2","common","INSTANT","","","{1}{W}","","false","false","false","false","true","white","","false"
"Brainbite","UNK","0","mage.cards.b.Brainbite","","","","","4","common","SORCERY","","","{2}{U}{B}","","true","true","false","false","false","multicolor","","false"
"Boiling Blood","UNK","0","mage.cards.b.BoilingBlood","","","","","3","common","INSTANT","","","{2}{R}","","false","false","false","true","false","red","","false"
"Battle Rattle Shaman","UNK","0","mage.cards.b.BattleRattleShaman","2","2","","","4","common","CREATURE","","","{3}{R}","","false","false","false","true","false","red","","false"
"Belenon War Anthem","UNK","0","mage.cards.b.BelenonWarAnthem","","","","","0","common","ENCHANTMENT","","","","","false","false","false","false","false","colorless","","false"
"Brotherhood Scribe","UNK","0","mage.cards.b.BrotherhoodScribe","1","3","","","2","common","CREATURE","HUMAN ARTIFICER","","{1}{W}","","false","false","false","false","true","white","","false"
"Black Poplar Shaman","UNK","0","mage.cards.b.BlackPoplarShaman","1","3","","","3","common","CREATURE","","","{2}{B}","","true","false","false","false","false","black","","false"
"Blade Banish","UNK","0","mage.cards.b.BladeBanish","","","","","4","common","INSTANT","","","{3}{W}","","false","false","false","false","true","white","","false"
"Bossk","UNK","0","mage.cards.b.Bossk","3","3","","","3","common","CREATURE","","","{1}{G}{G}","","false","false","true","false","false","green","","false"
"Bituminous Blast","UNK","0","mage.cards.b.BituminousBlast","","","","","5","common","INSTANT","","","{3}{B}{R}","","true","false","false","true","false","multicolor","","false"
"Boon Of Boseiju","UNK","0","mage.cards.b.BoonOfBoseiju","","","","","2","common","INSTANT","","","{1}{G}","","false","false","true","false","false","green","","false"
"Bloodtithe Collector","UNK","0","mage.cards.b.BloodtitheCollector","3","4","","","5","common","CREATURE","VAMPIRE NOBLE","","{4}{B}","","true","false","false","false","false","black","","false"
"Bane Lord Of Darkness","UNK","0","mage.cards.b.BaneLordOfDarkness","5","2","","","4","common","CREATURE","GOD","","{1}{W}{U}{B}","","true","true","false","false","true","multicolor","","false"
"Burning Suns Fury","UNK","0","mage.cards.b.BurningSunsFury","","","","","2","common","INSTANT","","","{1}{R}","","false","false","false","true","false","red","","false"
"Bottle Cap Blast","UNK","0","mage.cards.b.BottleCapBlast","","","","","5","common","INSTANT","","","{4}{R}","","false","false","false","true","false","red","","false"
"Broodlord","UNK","0","mage.cards.b.Broodlord","3","3","","","5","common","CREATURE","TYRANID","","{X}{3}{G}","","false","false","true","false","false","green","","false"
"Brilliant Restoration","UNK","0","mage.cards.b.BrilliantRestoration","","","","","7","common","SORCERY","","","{3}{W}{W}{W}{W}","","false","false","false","false","true","white","","false"
"Boggart Harbinger","UNK","0","mage.cards.b.BoggartHarbinger","2","1","","","3","common","CREATURE","","","{2}{B}","","true","false","false","false","false","black","","false"
"Bogardan Hellkite","UNK","0","mage.cards.b.BogardanHellkite","5","5","","","8","common","CREATURE","DRAGON","","{6}{R}{R}","","false","false","false","true","false","red","","false"
"Burning Earth","UNK","0","mage.cards.b.BurningEarth","","","","","4","common","ENCHANTMENT","","","{3}{R}","","false","false","false","true","false","red","","false"
"Bay Falcon","UNK","0","mage.cards.b.BayFalcon","1","1","","","2","common","CREATURE","BIRD","","{1}{U}","","false","true","false","false","false","blue","","false"
"Blood Money","UNK","0","mage.cards.b.BloodMoney","","","","","7","common","SORCERY","","","{5}{B}{B}","","true","false","false","false","false","black","","false"
"Blinding Light","UNK","0","mage.cards.b.BlindingLight","","","","","3","common","SORCERY","","","{2}{W}","","false","false","false","false","true","white","","false"
"Breathless Knight","UNK","0","mage.cards.b.BreathlessKnight","2","2","","","3","common","CREATURE","SPIRIT KNIGHT","","{1}{W}{B}","","true","false","false","false","true","multicolor","","false"
"Biotech Specialist","UNK","0","mage.cards.b.BiotechSpecialist","1","3","","","2","common","CREATURE","INSECT SCIENTIST","","{R}{G}","","false","false","true","true","false","multicolor","","false"
"Boing","UNK","0","mage.cards.b.Boing","","","","","2","common","INSTANT","","","{1}{U}","","false","true","false","false","false","blue","","false"
"Blade Of The Sixth Pride","UNK","0","mage.cards.b.BladeOfTheSixthPride","3","1","","","2","common","CREATURE","","","{1}{W}","","false","false","false","false","true","white","","false"
"Blockbuster","UNK","0","mage.cards.b.Blockbuster","","","","","5","common","ENCHANTMENT","","","{3}{R}{R}","","false","false","false","true","false","red","","false"
"Benalish Knight","UNK","0","mage.cards.b.BenalishKnight","2","2","","","3","common","CREATURE","","","{2}{W}","","false","false","false","false","true","white","","false"
"Benalish Sleeper","UNK","0","mage.cards.b.BenalishSleeper","3","1","","","2","common","CREATURE","PHYREXIAN HUMAN SOLDIER","","{1}{W}","","false","false","false","false","true","white","","false"
"Balduvian Hydra","UNK","0","mage.cards.b.BalduvianHydra","0","1","","","3","common","CREATURE","HYDRA","","{X}{R}{R}","","false","false","false","true","false","red","","false"
"Biogenic Upgrade","UNK","0","mage.cards.b.BiogenicUpgrade","","","","","6","common","SORCERY","","","{4}{G}{G}","","false","false","true","false","false","green","","false"
"Brallin Skyshark Rider","UNK","0","mage.cards.b.BrallinSkysharkRider","3","3","","","4","common","CREATURE","HUMAN SHAMAN","","{3}{R}","","false","false","false","true","false","red","","false"
"Bile Blight","UNK","0","mage.cards.b.BileBlight","","","","","2","common","INSTANT","","","{B}{B}","","true","false","false","false","false","black","","false"
"Boneyard Desecrator","UNK","0","mage.cards.b.BoneyardDesecrator","3","4","","","4","common","CREATURE","ZOMBIE MERCENARY","","{3}{B}","","true","false","false","false","false","black","","false"
"Brain Pry","UNK","0","mage.cards.b.BrainPry","","","","","2","common","SORCERY","","","{1}{B}","","true","false","false","false","false","black","","false"
"Bearer Of Memory","UNK","0","mage.cards.b.BearerOfMemory","3","2","","","3","common","ENCHANTMENT CREATURE","HUMAN MONK","","{2}{G}","","false","false","true","false","false","green","","false"
"Broadside Barrage","UNK","0","mage.cards.b.BroadsideBarrage","","","","","3","common","INSTANT","","","{1}{U}{R}","","false","true","false","true","false","multicolor","","false"
"Bogardan Lancer","UNK","0","mage.cards.b.BogardanLancer","1","1","","","2","common","CREATURE","","","{1}{R}","","false","false","false","true","false","red","","false"
"Blitzwing Cruel Tormentor","UNK","0","mage.cards.b.BlitzwingCruelTormentor","6","5","","","6","common","ARTIFACT CREATURE","ROBOT","","{5}{B}","","true","false","false","false","false","black","","false"
"Blaring Captain","UNK","0","mage.cards.b.BlaringCaptain","2","2","","","4","common","CREATURE","AZRA WARRIOR","","{3}{B}","","true","false","false","false","false","black","","false"
"Boneshard Slasher","UNK","0","mage.cards.b.BoneshardSlasher","1","1","","","2","common","CREATURE","HORROR","","{1}{B}","","true","false","false","false","false","black","","false"
"Bloated Toad","UNK","0","mage.cards.b.BloatedToad","2","2","","","3","common","CREATURE","FROG","","{2}{G}","","false","false","true","false","false","green","","false"
"Binding Mummy","UNK","0","mage.cards.b.BindingMummy","2","2","","","2","common","CREATURE","ZOMBIE","","{1}{W}","","false","false","false","false","true","white","","false"
"Biolume Serpent","UNK","0","mage.cards.b.BiolumeSerpent","4","4","","","0","common","CREATURE","SERPENT","","","","false","false","false","false","false","colorless","","false"
"Boros Strike Captain","UNK","0","mage.cards.b.BorosStrikeCaptain","3","3","","","5","common","CREATURE","MINOTAUR SOLDIER","","{1}{R/W}{R/W}","","false","false","false","true","true","multicolor","","false"
"Border Patrol","UNK","0","mage.cards.b.BorderPatrol","1","6","","","5","common","CREATURE","","","{4}{W}","","false","false","false","false","true","white","","false"
